Sl No,STATE/UT,YEAR,POPULATION,MALES,FEMALES,MALES(per_100k),FEMALES(per_100k),TOTAL IPC CRIMES,TOTAL IPC CRIMES(per_100k),ARSON,ARSON(per_100k),ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY(per_100k),ATTEMPT TO MURDER,ATTEMPT TO MURDER(per_100k),AUTO THEFT,AUTO THEFT(per_100k),BURGLARY,BURGLARY(per_100k),CAUSING DEATH BY NEGLIGENCE,CAUSING DEATH BY NEGLIGENCE(per_100k),CHEATING,CHEATING(per_100k),COUNTERFIETING,COUNTERFIETING(per_100k),CRIMINAL BREACH OF TRUST,CRIMINAL BREACH OF TRUST(per_100k),CRUELTY BY HUSBAND OR HIS RELATIVES,CRUELTY BY HUSBAND OR HIS RELATIVES(per_100k),CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER(per_100k),CUSTODIAL RAPE,CUSTODIAL RAPE(per_100k),DACOITY,DACOITY(per_100k),DOWRY DEATHS,DOWRY DEATHS(per_100k),HURT/GREVIOUS HURT,HURT/GREVIOUS HURT(per_100k),IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES(per_100k),INSULT TO MODESTY OF WOMEN,INSULT TO MODESTY OF WOMEN(per_100k),KIDNAPPING & ABDUCTION,KIDNAPPING & ABDUCTION(per_100k),KIDNAPPING AND ABDUCTION OF OTHERS,KIDNAPPING AND ABDUCTION OF OTHERS(per_100k),KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS(per_100k),MURDER,MURDER(per_100k),OTHER RAPE,OTHER RAPE(per_100k),OTHER THEFT,OTHER THEFT(per_100k),PREPARATION AND ASSEMBLY FOR DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY(per_100k),RAPE,RAPE(per_100k),RIOTS,RIOTS(per_100k),ROBBERY,ROBBERY(per_100k),THEFT,THEFT(per_100k),OTHER IPC CRIMES,OTHER IPC CRIMES(per_100k)
146,Arunachal Pradesh,2005,1155,609,546,52727.27273,47272.72727,4608,398961.039,26,2251.082251,134,11601.7316,74,6406.926407,238,20606.06061,526,45541.12554,138,11948.05195,56,4848.484848,8,692.6406926,72,6233.766234,18,1558.441558,10,865.8008658,0,0,46,3982.683983,0,0,766,66320.34632,0,0,0,0,116,10043.29004,38,3290.04329,78,6753.246753,162,14025.97403,70,6060.606061,824,71341.99134,0,0,70,6060.606061,46,3982.683983,154,13333.33333,1062,91948.05195,1124,97316.01732
147,Assam,2005,28273,14571,13702,51536.8019,48463.1981,84012,297145.6867,846,2992.254094,1798,6359.424186,1006,3558.165034,1910,6755.561843,4510,15951.61461,5390,19064.12478,1746,6175.50313,206,728.6103349,974,3444.982846,4412,15604.99416,234,827.6447494,0,0,668,2362.678174,198,700.314788,11812,41778.37513,6,21.22166024,38,134.4038482,3502,12386.37569,590,2086.79659,2912,10299.5791,2388,8446.220776,2476,8757.471793,10828,38298.02285,44,155.6255084,2476,8757.471793,5520,19523.92742,902,3190.322923,12738,45053.58469,22598,79927.84636
148,Bihar,2005,89264,46417,42847,51999.68632,48000.31368,195700,219237.3185,1520,1702.814124,902,1010.48575,6614,7409.481986,4268,4781.322818,6234,6983.778455,5360,6004.660333,3658,4097.956623,100,112.027245,2362,2646.083528,3148,3526.617673,518,580.3011292,0,0,2424,2715.540419,2028,2271.912529,23878,26749.86557,148,165.8003226,26,29.12708371,5386,6033.787417,3528,3952.321205,1858,2081.466213,6942,7776.93135,2294,2569.905001,17356,19443.44865,330,369.6899086,2294,2569.905001,15342,17187.21993,4748,5319.053594,21624,24224.77146,80114,89749.50708
149,Chandigarh,2005,1050,600,450,57142.85714,42857.14286,6266,596761.9048,2,190.4761905,62,5904.761905,30,2857.142857,1158,110285.7143,446,42476.19048,18,1714.285714,322,30666.66667,0,0,82,7809.52381,150,14285.71429,8,761.9047619,0,0,0,0,6,571.4285714,114,10857.14286,0,0,18,1714.285714,108,10285.71429,18,1714.285714,90,8571.428571,36,3428.571429,66,6285.714286,1588,151238.0952,4,380.952381,66,6285.714286,86,8190.47619,24,2285.714286,2746,261523.8095,1938,184571.4286
150,Chhattisgarh,2005,22251,11174,11076,50217.96773,49777.53809,87266,392189.1151,428,1923.509056,2900,13033.12211,1320,5932.317649,3238,14552.15496,7242,32546.85183,4008,18012.67359,862,3873.983192,146,656.1502854,220,988.7196081,1464,6579.479574,82,368.522763,0,0,408,1833.625455,200,898.8360074,7468,33562.53652,0,0,264,1186.46353,492,2211.136578,124,557.2783246,368,1653.858254,2026,9105.208755,1980,8898.476473,7962,35782.66145,50,224.7090018,1980,8898.476473,1786,8026.605546,802,3604.33239,11200,50334.81641,41918,188387.0388
151,D&N Haveli,2005,252,150,103,59523.80952,40873.01587,868,344444.4444,2,793.6507937,10,3968.253968,10,3968.253968,34,13492.06349,50,19841.26984,34,13492.06349,20,7936.507937,8,3174.603175,24,9523.809524,10,3968.253968,0,0,0,0,6,2380.952381,0,0,66,26190.47619,0,0,0,0,26,10317.46032,8,3174.603175,18,7142.857143,14,5555.555556,10,3968.253968,114,45238.09524,0,0,10,3968.253968,36,14285.71429,4,1587.301587,148,58730.15873,390,154761.9048
152,Daman & Diu,2005,205,123,82,60000,40000,486,237073.1707,2,975.6097561,2,975.6097561,4,1951.219512,54,26341.46341,74,36097.56098,48,23414.63415,6,2926.829268,14,6829.268293,12,5853.658537,6,2926.829268,0,0,0,0,8,3902.439024,2,975.6097561,32,15609.7561,0,0,0,0,8,3902.439024,4,1951.219512,4,1951.219512,10,4878.04878,4,1951.219512,46,22439.02439,0,0,4,1951.219512,38,18536.58537,0,0,100,48780.4878,116,56585.36585
153,Delhi UT,2005,15569,8579,6990,55103.08947,44896.91053,112130,720213.2443,94,603.7638898,1524,9788.682639,934,5999.100777,17724,113841.6083,4186,26886.76216,1268,8144.389492,4756,30547.88361,72,462.4574475,788,5061.339842,2648,17008.15724,128,822.1465733,0,0,54,346.8430856,228,1464.448584,3628,23302.71694,2,12.84604021,450,2890.359047,3180,20425.20393,968,6217.483461,2212,14207.72047,910,5844.948295,1316,8452.694457,18186,116809.0436,314,2016.828313,1316,8452.694457,122,783.6084527,1020,6551.480506,35910,230650.6519,48598,312145.931
154,Goa,2005,1450,752,697,51862.06897,48068.96552,4238,292275.8621,24,1655.172414,60,4137.931034,30,2068.965517,370,25517.24138,530,36551.72414,418,28827.58621,116,8000,12,827.5862069,100,6896.551724,22,1517.241379,10,689.6551724,0,0,4,275.862069,4,275.862069,310,21379.31034,0,0,16,1103.448276,34,2344.827586,10,689.6551724,24,1655.172414,90,6206.896552,40,2758.62069,620,42758.62069,0,0,40,2758.62069,90,6206.896552,56,3862.068966,990,68275.86207,1282,88413.7931
155,Gujarat,2005,54140,28296,25844,52264.49945,47735.50055,226828,418965.6446,640,1182.120429,1604,2962.689324,904,1669.745105,14166,26165.49686,10664,19697.08164,8240,15219.80052,3082,5692.648689,894,1651.274474,2740,5060.953085,8180,15108.97673,54,99.74141116,0,0,564,1041.743628,96,177.3180643,21006,38799.40894,0,0,208,384.1891393,2328,4299.963059,496,916.1433321,1832,3383.819727,2066,3816.032508,648,1196.896934,21762,40195.7887,30,55.41189509,648,1196.896934,3256,6014.03768,1932,3568.526044,35928,66361.28556,121764,224905.7998
156,Haryana,2005,22883,12329,10555,53878.42503,46125.94502,85328,372888.1703,238,1040.073417,760,3321.242844,1026,4483.677839,10068,43997.72757,6874,30039.76751,2166,9465.542105,2408,10523.09575,62,270.9434952,1124,4911.943364,4150,18135.73395,114,498.1864266,0,0,176,769.1299218,424,1852.903902,9138,39933.57514,0,0,1194,5217.84731,984,4300.135472,296,1293.536687,688,3006.598785,1568,6852.248394,922,4029.191977,7320,31988.81266,276,1206.135559,922,4029.191977,1798,7857.36136,780,3408.643972,17388,75986.54023,31758,138784.2503
157,Himachal Pradesh,2005,6383,3250,3132,50916.49695,49067.83644,24690,386808.7106,194,3039.323202,572,8961.303462,158,2475.325082,332,5201.315996,1392,21807.92731,960,15039.94987,326,5107.316309,12,187.9993733,164,2569.324769,456,7143.976187,44,689.3310356,0,0,12,187.9993733,4,62.66645778,2718,42581.85806,0,0,58,908.6636378,236,3697.321009,32,501.3316622,204,3195.989347,220,3446.655178,282,4417.985273,1060,16606.61131,0,0,282,4417.985273,1116,17483.94172,44,689.3310356,1392,21807.92731,14330,224502.585
158,India,2005,1095722,566976,528746,51744.51184,48255.48816,3645204,332675.989,16902,1542.544551,68350,6237.896109,56062,5116.443769,171418,15644.29664,180216,16447.23753,143396,13086.89613,107250,9788.066681,4766,434.9643431,27144,2477.270695,116638,10644.85335,7156,653.0853629,14,1.27769635,10282,938.376705,13574,1238.817875,541722,49439.73015,298,27.19667945,19968,1822.360051,45664,4167.480438,14164,1292.66365,31500,2874.816787,65438,5972.135268,36704,3349.754774,374804,34206.12163,5668,517.2844937,36718,3351.03247,112470,10264.46489,35346,3225.818228,546222,49850.41826,1483954,135431.615
159,Jammu & Kashmir,2005,10783,5678,5105,52656.96003,47343.03997,40230,373087.267,480,4451.451359,1660,15394.60262,1810,16785.68116,1008,9348.047853,2794,25911.15645,924,8569.043865,806,7474.72874,58,537.8837058,234,2170.082537,152,1409.626264,74,686.2654178,0,0,26,241.1202819,10,92.73856997,710,6584.438468,0,0,742,6881.201892,1496,13873.69007,180,1669.294259,1316,12204.39581,1294,12000.37095,402,3728.090513,2794,25911.15645,0,0,402,3728.090513,2444,22665.3065,232,2151.534823,3802,35259.2043,20080,186219.0485
160,Jharkhand,2005,28846,14856,13990,51501.07467,48498.92533,70350,243881.3007,404,1400.540803,586,2031.477501,2168,7515.773417,2362,8188.310338,3220,11162.7262,2980,10330.72176,1286,4458.15711,38,131.7340359,486,1684.808986,1180,4090.688484,174,603.2032171,10,34.66685156,1184,4104.555224,514,1781.87617,6156,21340.91382,8,27.73348125,72,249.6013312,1242,4305.622963,676,2343.479165,566,1962.143798,3046,10559.52298,1496,5186.160993,10028,34763.91874,98,339.7351453,1506,5220.827844,5048,17499.82667,1464,5075.227068,12390,42952.22908,25100,87013.79741
161,Karnataka,2005,55597,28246,27350,50804.89954,49193.3018,235160,422972.4625,476,856.1613037,3170,5701.746497,2812,5057.826861,11840,21296.1131,11972,21533.53598,486,874.1478857,5818,10464.59341,266,478.4430815,868,1561.235318,3766,6773.746785,160,287.7853122,0,0,416,748.2418116,522,938.8995809,41766,75122.75842,0,0,142,255.4094645,1178,2118.819361,554,996.4566433,624,1122.362717,3218,5788.082091,686,1233.879526,22176,39887.04426,238,428.0806518,686,1233.879526,12302,22127.09319,2404,4323.974315,34016,61183.15736,108478,195114.8443
162,Kerala,2005,32989,16050,16939,48652.58116,51347.41884,208700,632635.1208,912,2764.557883,4678,14180.4844,682,2067.355785,3938,11937.31244,8220,24917.39671,68,206.1293158,6522,19770.22644,158,478.947528,722,2188.608324,6566,19903.60423,176,533.5111704,0,0,220,666.888963,42,127.3151657,36604,110958.1982,0,0,350,1060.959714,452,1370.153688,194,588.0748128,258,782.0788748,776,2352.299251,956,2897.935676,6970,21128.25487,316,957.8950559,956,2897.935676,13070,39619.26703,1242,3764.891327,10908,33065.56731,115060,348782.9276
163,Lakshadweep,2005,70,35,35,50000,50000,84,120000,0,0,0,0,0,0,0,0,4,5714.285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11428.57143,0,0,0,0,0,0,0,0,0,0,2,2857.142857,0,0,14,20000,0,0,0,0,12,17142.85714,0,0,14,20000,44,62857.14286
164,Madhya Pradesh,2005,65202,33993,31209,52134.90384,47865.09616,378344,580264.4091,1634,2506.058096,12852,19711.05181,5024,7705.285114,12780,19600.62575,22384,34330.23527,9186,14088.52489,2584,3963.068618,102,156.4369191,1226,1880.31042,5978,9168.430416,268,411.0303365,0,0,294,450.9064139,1478,2266.801632,67606,103687.0035,6,9.202171713,1584,2429.373332,1694,2598.079814,486,745.3759087,1208,1852.703905,4810,7377.074323,5842,8959.847857,28590,43848.34821,260,398.7607742,5842,8959.847857,5146,7892.395939,3114,4775.927119,41370,63448.97396,183902,282049.6304
165,Maharashtra,2005,103218,53775,49444,52098.4712,47902.49763,374054,362392.2184,2246,2175.977058,6456,6254.723013,3228,3127.361507,24378,23617.97361,31230,30256.35064,19216,18616.9079,12782,12383.499,770,745.9939158,3440,3332.752039,12466,12077.35085,196,189.8893604,0,0,1282,1242.031429,682,660.7374683,60034,58162.33603,0,0,1838,1780.697165,2388,2313.549962,686,664.6127613,1702,1648.937201,5242,5078.571567,3090,2993.663896,69324,67162.70418,614,594.8574861,3090,2993.663896,13558,13135.30586,4822,4671.665795,93702,90780.67779,94772,91817.31868
166,Manipur,2005,2280,1151,1129,50482.45614,49517.54386,5826,255526.3158,310,13596.49123,50,2192.982456,504,22105.26316,184,8070.175439,124,5438.596491,10,438.5964912,244,10701.75439,20,877.1929825,104,4561.403509,40,1754.385965,8,350.877193,0,0,8,350.877193,0,0,590,25877.19298,0,0,0,0,212,9298.245614,74,3245.614035,138,6052.631579,512,22456.14035,50,2192.982456,302,13245.61404,0,0,50,2192.982456,70,3070.175439,16,701.754386,486,21315.78947,2468,108245.614
167,Meghalaya,2005,2440,1236,1204,50655.7377,49344.2623,3760,154098.3607,140,5737.704918,88,3606.557377,70,2868.852459,232,9508.196721,296,12131.14754,122,5000,78,3196.721311,6,245.9016393,36,1475.409836,6,245.9016393,4,163.9344262,0,0,162,6639.344262,2,81.96721311,270,11065.57377,0,0,0,0,96,3934.42623,58,2377.04918,38,1557.377049,268,10983.60656,126,5163.934426,720,29508.19672,2,81.96721311,126,5163.934426,84,3442.622951,190,7786.885246,952,39016.39344,762,31229.5082
168,Mizoram,2005,935,482,452,51550.80214,48342.24599,4312,461176.4706,40,4278.074866,98,10481.28342,48,5133.68984,0,0,884,94545.45455,8,855.6149733,116,12406.41711,10,1069.518717,22,2352.941176,0,0,10,1069.518717,0,0,6,641.7112299,8,855.6149733,154,16470.58824,0,0,8,855.6149733,26,2780.748663,26,2780.748663,0,0,48,5133.68984,74,7914.438503,1554,166203.2086,0,0,74,7914.438503,70,7486.631016,12,1283.42246,1554,166203.2086,1116,119358.2888
169,Nagaland,2005,2094,1100,993,52531.04107,47421.20344,2098,100191.022,8,382.0439351,14,668.5768863,52,2483.285578,194,9264.565425,186,8882.52149,74,3533.906399,82,3915.950334,10,477.5549188,34,1623.686724,0,0,16,764.0878701,0,0,24,1146.131805,0,0,70,3342.884432,0,0,0,0,52,2483.285578,34,1623.686724,18,859.5988539,174,8309.455587,34,1623.686724,394,18815.6638,0,0,34,1623.686724,16,764.0878701,160,7640.878701,588,28080.22923,504,24068.76791
170,Odisha,2005,38490,19496,18994,50652.11743,49347.88257,103370,268563.2632,772,2005.71577,4476,11628.99454,2558,6645.882047,3252,8448.947779,6058,15739.15303,6068,15765.1338,2080,5404.001039,62,161.0808002,602,1564.042608,3342,8682.774747,96,249.4154326,0,0,368,956.0924916,668,1735.515718,11838,30756.04053,0,0,368,956.0924916,1282,3330.735256,188,488.4385555,1094,2842.2967,2158,5606.651078,1598,4151.727721,10234,26588.72434,100,259.8077423,1598,4151.727721,3030,7872.174591,1996,5185.762536,13486,35037.67212,40364,104868.7971
171,Puducherry,2005,1057,527,529,49858.08893,50047.30369,9150,865657.5213,18,1702.932829,120,11352.88553,48,4541.15421,470,44465.46831,134,12677.38884,448,42384.10596,82,7757.805109,0,0,16,1513.71807,12,1135.288553,16,1513.71807,0,0,2,189.2147588,8,756.859035,1714,162157.0482,0,0,52,4919.583728,12,1135.288553,6,567.6442763,6,567.6442763,38,3595.080416,12,1135.288553,462,43708.60927,0,0,12,1135.288553,318,30085.14664,10,946.0737938,932,88174.07758,5158,487984.8628
172,Punjab,2005,25724,13764,11960,53506.45312,46493.54688,54272,210978.0749,110,427.6162339,616,2394.65091,1446,5621.209765,2302,8948.841549,3866,15028.76691,4566,17749.96113,5868,22811.38237,146,567.563365,612,2379.101228,1458,5667.858809,432,1679.365573,0,0,54,209.9206966,198,769.709221,8534,33175.24491,0,0,86,334.3181465,956,3716.373814,298,1158.451252,658,2557.922563,1426,5543.461359,796,3094.386565,3546,13784.79241,206,800.8085834,796,3094.386565,2,7.774840616,170,660.8614523,5848,22733.63396,16876,65604.10512
173,Rajasthan,2005,61136,31864,29272,52119.86391,47880.13609,281834,460995.1583,1296,2119.86391,5006,8188.301492,3840,6281.078252,13446,21993.58807,10454,17099.58126,11744,19209.63099,16682,27286.70505,176,287.8827532,1226,2005.365088,11994,19618.55535,118,193.0123004,0,0,82,134.1271918,722,1180.973567,45212,73953.15362,0,0,56,91.59905784,3986,6519.890081,888,1452.499346,3098,5067.390735,2442,3994.373201,1986,3248.495158,22350,36557.83826,158,258.4401989,1986,3248.495158,4580,7491.494373,1180,1930.123004,35796,58551.42633,123098,201351.0861
174,Sikkim,2005,569,303,266,53251.3181,46748.6819,1104,194024.6046,6,1054.481547,76,13356.76626,32,5623.901582,10,1757.469244,170,29876.97715,106,18629.17399,88,15465.72935,4,702.9876977,8,1405.975395,8,1405.975395,4,702.9876977,0,0,4,702.9876977,0,0,198,34797.89104,0,0,0,0,6,1054.481547,2,351.4938489,4,702.9876977,16,2811.950791,36,6326.889279,152,26713.53251,0,0,36,6326.889279,38,6678.383128,8,1405.975395,162,28471.00176,134,23550.08787
175,Tamil Nadu,2005,64623,32481,32142,50262.29052,49737.70948,324720,502483.6359,990,1531.962304,3528,5459.356576,3518,5443.882209,7166,11088.93119,7476,11568.63655,17804,27550.56249,5388,8337.588784,80,123.7949337,478,739.6747288,3300,5106.541015,56,86.65645358,2,3.094873342,146,225.925754,430,665.3977686,63450,98184.85678,0,0,1330,2058.090773,2058,3184.624669,492,761.3388422,1566,2423.285827,2880,4456.617613,1140,1764.077805,24536,37967.90616,0,0,1142,1767.172678,5102,7895.021896,874,1352.459651,31702,49056.83735,172988,267687.9749
176,Tripura,2005,3366,1725,1640,51247.77184,48722.51931,6712,199405.8229,70,2079.619727,322,9566.250743,112,3327.391563,124,3683.897802,340,10101.0101,376,11170.52882,118,3505.644682,32,950.6833036,64,1901.366607,878,26084.37314,2,59.41770648,0,0,44,1307.189542,68,2020.20202,858,25490.19608,0,0,2,59.41770648,170,5050.505051,84,2495.543672,86,2554.961378,242,7189.542484,324,9625.668449,526,15626.8568,0,0,324,9625.668449,296,8793.820559,122,3624.480095,650,19310.7546,1622,48187.75995
177,Uttar Pradesh,2005,179824,94765,85060,52698.74989,47301.80621,244216,135808.3459,796,442.6550405,3670,2040.88442,11274,6269.463475,17294,9617.181244,9112,5067.176795,14812,8236.942789,9112,5067.176795,522,290.2838331,5048,2807.189252,9010,5010.454667,3040,1690.541863,0,0,572,318.0887979,3128,1739.478601,20758,11543.50921,0,0,5762,3204.24415,5910,3286.546846,1398,777.4268173,4512,2509.120028,11422,6351.766171,2434,1353.545689,24096,13399.76866,178,98.98567488,2434,1353.545689,7852,4366.491681,4098,2278.894919,41390,23016.94991,74316,41327.07536
178,Uttarakhand,2005,9073,4624,4449,50964.39987,49035.60013,16066,177074.8374,48,529.0422132,200,2204.342555,404,4452.771961,1066,11749.14582,1042,11484.62471,924,10184.0626,792,8729.196517,44,484.9553621,288,3174.253279,544,5995.811749,60,661.3027664,0,0,96,1058.084426,126,1388.73581,1490,16422.35203,0,0,178,1961.864874,406,4474.815386,156,1719.387193,250,2755.428194,558,6150.115728,266,2931.775598,2194,24181.63783,0,0,266,2931.775598,866,9544.803262,318,3504.904662,3260,35930.78364,4156,45806.23829
179,West Bengal,2005,84277,43486,40791,51598.89412,48401.10588,132812,157589.8525,184,218.3276576,3144,3730.555193,868,1029.936993,4870,5778.563546,1478,1753.740641,5474,6495.247814,3520,4176.703015,214,253.9245583,1056,1253.010905,13872,16460.00688,816,968.2356989,0,0,422,500.7297365,892,1058.414514,8250,9789.147692,122,144.7607295,108,128.1488425,2414,2864.363943,336,398.6852878,2078,2465.678655,2906,3448.153114,3372,4001.091638,19378,22993.22472,2442,2897.587717,3372,4001.091638,5270,6253.188889,852,1010.95198,24248,28771.78827,50888,60381.83609
180,A&N Islands,2006,419,231,188,55131.26492,44868.73508,1352,322673.031,18,4295.942721,28,6682.577566,8,1909.307876,12,2863.961814,164,39140.81146,4,954.6539379,30,7159.904535,8,1909.307876,6,1431.980907,14,3341.288783,2,477.326969,0,0,0,0,0,0,156,37231.50358,0,0,8,1909.307876,10,2386.634845,0,0,10,2386.634845,8,1909.307876,12,2863.961814,190,45346.06205,0,0,12,2863.961814,20,4773.26969,10,2386.634845,202,48210.02387,644,153699.284
181,Andhra Pradesh,2006,80712,40677,40036,50397.71038,49603.5286,347818,430937.1593,2024,2507.681633,9068,11235.00843,3720,4608.980077,10626,13165.32858,16608,20576.86589,22978,28469.12479,16726,20723.06472,648,802.8545941,2014,2495.291902,18328,22707.89969,246,304.7873922,2,2.477946278,356,441.0744375,1038,1286.054118,95892,118807.6123,0,0,4822,5974.328477,4060,5030.230945,1402,1737.040341,2658,3293.190604,5532,6853.999405,2096,2596.887699,36394,45091.18842,6,7.433838834,2098,2599.365646,5832,7225.691347,1358,1682.525523,47020,58256.517,87444,108340.7672
182,Arunachal Pradesh,2006,1169,617,553,52780.15398,47305.38922,4588,392472.1985,40,3421.727973,126,10778.44311,66,5645.851155,148,12660.3935,514,43969.20445,164,14029.08469,76,6501.283148,18,1539.777588,122,10436.27032,28,2395.209581,6,513.2591959,0,0,56,4790.419162,2,171.0863986,830,71000.85543,0,0,4,342.1727973,150,12831.4799,48,4106.073567,102,8725.40633,120,10265.18392,74,6330.196749,754,64499.57228,0,0,74,6330.196749,12,1026.518392,148,12660.3935,902,77159.96578,1130,96663.81523
183,Assam,2006,28665,14763,13902,51501.8315,48498.1685,87346,304713.0647,976,3404.849119,2580,9000.523286,828,2888.540031,2724,9502.878074,5822,20310.48317,6044,21084.9468,1810,6314.3206,196,683.7606838,922,3216.466074,5096,17777.77778,64,223.2687947,0,0,638,2225.710797,210,732.6007326,10580,36909.12262,0,0,20,69.77149834,3650,12733.29845,562,1960.579103,3088,10772.71934,2414,8421.41985,2488,8679.574394,12916,45058.43363,24,83.72579801,2488,8679.574394,5368,18726.67016,1088,3795.56951,15640,54561.3117,20888,72869.35287
184,Bihar,2006,90752,47165,43586,51971.30642,48027.59168,201330,221846.3505,1570,1729.989422,1060,1168.018336,6606,7279.17842,4046,4458.303949,7062,7781.646685,5720,6302.891396,4342,4784.46756,194,213.7693935,2108,2322.813822,3378,3722.232017,652,718.4414669,0,0,2002,2206.011989,2376,2618.124118,25348,27931.06488,84,92.55994358,106,116.8018336,5238,5771.773625,3070,3382.845557,2168,2388.928068,6498,7160.172779,2464,2715.091678,19458,21440.84979,280,308.5331453,2464,2715.091678,16518,18201.25176,4338,4780.059944,23504,25899.15374,79882,88022.30254
185,Chandigarh,2006,1103,632,471,57298.27743,42701.72257,6252,566817.7697,10,906.6183137,40,3626.473255,42,3807.796917,1058,95920.21759,378,34270.17226,28,2538.531278,464,42067.08976,6,543.9709882,118,10698.0961,204,18495.0136,16,1450.589302,0,0,2,181.3236627,20,1813.236627,110,9972.801451,0,0,26,2357.207616,130,11786.03808,16,1450.589302,114,10335.44878,24,2175.883953,38,3445.149592,1410,127833.1822,6,543.9709882,38,3445.149592,88,7978.24116,68,6165.004533,2468,223753.3998,1966,178241.1605
186,Chhattisgarh,2006,22594,11345,11249,50212.44578,49787.55422,90354,399902.629,524,2319.199788,3196,14145.34832,1650,7302.823759,3246,14366.64601,7014,31043.6399,4478,19819.42109,1014,4487.917146,66,292.1129503,274,1212.711339,1434,6346.817739,30,132.7786138,0,0,320,1416.305214,206,911.7464814,13444,59502.52279,2,8.851907586,286,1265.822785,478,2115.605913,122,539.9663628,356,1575.63955,2196,9719.39453,1990,8807.648048,7278,32212.09171,48,212.4457821,1990,8807.648048,1810,8010.976365,878,3885.98743,10524,46578.73772,38492,170363.8134
187,D&N Haveli,2006,266,157,109,59022.55639,40977.44361,870,327067.6692,10,3759.398496,10,3759.398496,0,0,26,9774.43609,82,30827.06767,32,12030.07519,20,7518.796992,2,751.8796992,60,22556.39098,10,3759.398496,2,751.8796992,0,0,10,3759.398496,2,751.8796992,70,26315.78947,0,0,2,751.8796992,36,13533.83459,8,3007.518797,28,10526.31579,18,6766.917293,12,4511.278195,96,36090.22556,0,0,12,4511.278195,16,6015.037594,10,3759.398496,122,45864.66165,344,129323.3083
